method,split,seeds,episodes_per_seed,mean_success_rate,ci95_success_rate,mean_mean_final_belief_error,ci95_mean_final_belief_error,mean_mean_error_during_occlusion,ci95_mean_error_during_occlusion,mean_mean_error_after_occlusion,ci95_mean_error_after_occlusion,mean_false_disappearance_rate,ci95_false_disappearance_rate,mean_identity_switch_rate,ci95_identity_switch_rate,mean_wrong_object_contact_rate,ci95_wrong_object_contact_rate,mean_wrong_contact_rate,ci95_wrong_contact_rate,mean_target_contact_rate,ci95_target_contact_rate,mean_mean_reacquisition_latency,ci95_mean_reacquisition_latency,mean_mean_diagnostic_steps,ci95_mean_diagnostic_steps,mean_mean_path_length,ci95_mean_path_length,mean_mean_calibration_error,ci95_mean_calibration_error,mean_mean_occluded_steps,ci95_mean_occluded_steps
no_self_mask_ablation,end_effector_occlusion,8,6,1.00000,0.00000,0.03150,0.00481,0.03239,0.00355,0.03150,0.00481,0.67228,0.00601,0.00579,0.00762,0.00000,0.00000,0.10185,0.06195,0.77083,0.01366,90.00000,0.00000,0.00000,0.00000,0.97689,0.04859,0.15062,0.00240,70.18750,1.22451
no_self_mask_ablation,false_reappearance,8,6,0.89583,0.10581,0.04661,0.00848,0.04958,0.00786,0.04703,0.00820,0.66224,0.01273,0.00956,0.00904,0.00000,0.00000,0.05116,0.04052,0.68634,0.05950,86.27083,4.78507,0.00000,0.00000,1.00014,0.02075,0.14134,0.00355,70.12500,0.48903
no_self_mask_ablation,hidden_contact_drift,8,6,0.93750,0.08593,0.04807,0.00772,0.05698,0.00767,0.04681,0.00687,0.63597,0.01839,0.03125,0.05202,0.00000,0.00000,0.08704,0.09393,0.66759,0.06459,75.02083,7.85759,0.00000,0.00000,1.01778,0.02948,0.13222,0.00498,69.27083,0.66184
no_self_mask_ablation,high_symmetry_layout,8,6,0.87500,0.05346,0.04578,0.00419,0.05002,0.00368,0.04448,0.00452,0.65407,0.01341,0.05585,0.04596,0.00000,0.00000,0.14375,0.07774,0.66389,0.02556,84.37500,5.37965,0.00000,0.00000,1.05621,0.03835,0.13802,0.00286,69.04167,0.89408
no_self_mask_ablation,long_self_occlusion,8,6,1.00000,0.00000,0.03723,0.00552,0.03961,0.00615,0.03723,0.00552,0.67746,0.00283,0.00000,0.00000,0.00000,0.00000,0.06806,0.06038,0.75694,0.01759,90.00000,0.00000,0.00000,0.00000,0.96123,0.03377,0.14902,0.00352,71.33333,0.66202
no_self_mask_ablation,near_identical_distractors,8,6,0.97917,0.04083,0.04007,0.00538,0.04097,0.00441,0.03981,0.00518,0.66462,0.01072,0.03496,0.04113,0.00000,0.00000,0.19028,0.10105,0.74352,0.03102,88.12500,3.67500,0.00000,0.00000,0.99856,0.03196,0.14453,0.00464,69.64583,0.63390
no_self_mask_ablation,nominal,8,6,1.00000,0.00000,0.01527,0.00191,0.01542,0.00234,0.01523,0.00203,0.64337,0.01384,0.00000,0.00000,0.00000,0.00000,0.10116,0.07738,0.77917,0.00864,86.25000,4.81170,0.00000,0.00000,0.95114,0.04207,0.14739,0.00325,66.97917,0.75719
no_self_mask_ablation,object_displacement,8,6,1.00000,0.00000,0.03991,0.00605,0.04481,0.00552,0.03966,0.00552,0.62712,0.03831,0.00833,0.01349,0.00000,0.00000,0.03773,0.03673,0.74838,0.02341,76.87500,10.30124,0.00000,0.00000,1.00442,0.04282,0.13610,0.00689,69.08333,0.96826
no_self_mask_ablation,short_self_occlusion,8,6,1.00000,0.00000,0.02517,0.00315,0.02600,0.00333,0.02517,0.00315,0.66847,0.00315,0.00298,0.00583,0.00000,0.00000,0.01343,0.00799,0.77130,0.00940,90.00000,0.00000,0.00000,0.00000,0.96487,0.03061,0.15147,0.00265,69.41667,0.61425
no_self_mask_ablation,stale_memory_trap,8,6,0.83333,0.12347,0.05713,0.00739,0.06856,0.00781,0.05654,0.00690,0.65223,0.02266,0.05014,0.03303,0.00000,0.00000,0.13519,0.04785,0.57778,0.08357,82.50000,7.85748,0.00000,0.00000,1.02909,0.02695,0.13149,0.00609,70.39583,0.61715
occlusion_aware_permanence_v4,camera_dropout_burst,8,6,0.87500,0.05346,0.04860,0.00576,0.05084,0.00335,0.04860,0.00577,0.60439,0.01163,0.00570,0.00467,0.00000,0.00000,0.06644,0.05711,0.66667,0.04549,84.37500,5.37965,0.00000,0.00000,0.98646,0.04765,0.13030,0.00200,69.81250,0.92897
occlusion_aware_permanence_v4,combined_extreme_stress,8,6,0.70833,0.11955,0.06881,0.01052,0.07085,0.01045,0.06882,0.00967,0.60353,0.01765,0.04019,0.02770,0.00000,0.00000,0.11852,0.03728,0.52778,0.08022,84.39583,5.35984,0.00000,0.00000,1.02486,0.03032,0.12349,0.00660,70.14583,1.00768
occlusion_aware_permanence_v4,combined_stress,8,6,0.77083,0.13718,0.05721,0.00983,0.05903,0.00856,0.05558,0.00959,0.59319,0.03187,0.05533,0.04599,0.00000,0.00000,0.18264,0.08039,0.59861,0.07250,84.37500,7.73373,0.00000,0.00000,1.02824,0.03014,0.12455,0.00652,69.95833,0.77537
occlusion_aware_permanence_v4,distractor_swap,8,6,1.00000,0.00000,0.03637,0.00406,0.03805,0.00348,0.03617,0.00427,0.59922,0.02062,0.00208,0.00408,0.00000,0.00000,0.13403,0.06925,0.76574,0.00941,86.25000,7.35000,0.00000,0.00000,1.00205,0.03880,0.13092,0.00288,69.27083,0.84632
occlusion_aware_permanence_v4,embodiment_control_shift,8,6,0.97917,0.04083,0.04217,0.00558,0.04334,0.00623,0.04157,0.00613,0.59853,0.01875,0.04125,0.04661,0.00000,0.00000,0.06250,0.04224,0.73565,0.03362,86.25000,4.81170,0.00000,0.00000,0.98214,0.05243,0.12985,0.00679,69.52084,0.99436
occlusion_aware_permanence_v4,end_effector_occlusion,8,6,0.97917,0.04083,0.03633,0.00341,0.03467,0.00453,0.03633,0.00341,0.61515,0.00647,0.00298,0.00583,0.00000,0.00000,0.10393,0.07495,0.75833,0.03042,90.00000,0.00000,0.00000,0.00000,0.98219,0.04529,0.13753,0.00350,70.18750,1.18014
occlusion_aware_permanence_v4,false_reappearance,8,6,0.95833,0.05346,0.04470,0.00796,0.04442,0.00713,0.04470,0.00796,0.61627,0.00350,0.02273,0.03793,0.00000,0.00000,0.09236,0.05975,0.74861,0.03347,90.00000,0.00000,0.00000,0.00000,0.99616,0.02474,0.13357,0.00447,70.29166,0.58158
occlusion_aware_permanence_v4,hidden_contact_drift,8,6,0.87500,0.13455,0.04499,0.00929,0.04271,0.00840,0.04499,0.00929,0.61227,0.00437,0.03542,0.05286,0.00000,0.00000,0.06667,0.06699,0.68634,0.06044,90.00000,0.00000,0.00000,0.00000,0.99311,0.02745,0.13236,0.00512,69.70833,0.75797
occlusion_aware_permanence_v4,high_symmetry_layout,8,6,0.89583,0.08593,0.04293,0.00629,0.04230,0.00551,0.04287,0.00633,0.60446,0.01275,0.00338,0.00462,0.00000,0.00000,0.10833,0.05474,0.70787,0.03776,88.12500,3.67500,0.00000,0.00000,1.02550,0.04304,0.13088,0.00366,69.14583,0.99818
occlusion_aware_permanence_v4,long_self_occlusion,8,6,0.95833,0.05346,0.03787,0.00310,0.03789,0.00325,0.03787,0.00310,0.62234,0.00417,0.00000,0.00000,0.00000,0.00000,0.01458,0.01861,0.74838,0.03377,90.00000,0.00000,0.00000,0.00000,0.96282,0.03200,0.13927,0.00220,71.41667,0.70927
occlusion_aware_permanence_v4,near_identical_distractors,8,6,1.00000,0.00000,0.03880,0.00633,0.03946,0.00473,0.03884,0.00606,0.60112,0.01761,0.03069,0.03997,0.00000,0.00000,0.16875,0.11037,0.76018,0.01404,86.25000,4.81170,0.00000,0.00000,0.99252,0.03175,0.13241,0.00599,69.47916,0.67185
occlusion_aware_permanence_v4,nominal,8,6,1.00000,0.00000,0.01988,0.00378,0.02176,0.00345,0.01531,0.00171,0.46374,0.06645,0.00000,0.00000,0.00000,0.00000,0.10023,0.07631,0.77824,0.00870,60.00000,11.11216,0.00000,0.00000,0.97348,0.04037,0.11040,0.01353,64.70834,1.65621
occlusion_aware_permanence_v4,object_displacement,8,6,1.00000,0.00000,0.03906,0.00403,0.03975,0.00367,0.03889,0.00404,0.60705,0.00888,0.00552,0.00720,0.00000,0.00000,0.03912,0.03869,0.76644,0.01118,88.12500,3.67500,0.00000,0.00000,0.98310,0.03468,0.13241,0.00238,69.41667,0.77844
occlusion_aware_permanence_v4,short_self_occlusion,8,6,1.00000,0.00000,0.03105,0.00641,0.03133,0.00697,0.03105,0.00641,0.61047,0.00367,0.00000,0.00000,0.00000,0.00000,0.04213,0.04364,0.77616,0.00649,90.00000,0.00000,0.00000,0.00000,0.96468,0.03267,0.13629,0.00564,69.41667,0.64452
occlusion_aware_permanence_v4,stale_memory_trap,8,6,0.89583,0.08593,0.04630,0.00445,0.04394,0.00347,0.04630,0.00445,0.61813,0.00353,0.03312,0.03640,0.00000,0.00000,0.09931,0.07486,0.71597,0.03471,90.00000,0.00000,0.00000,0.00000,1.00146,0.02980,0.13457,0.00322,70.64583,0.55711
occlusion_aware_permanence_v5,camera_dropout_burst,8,6,0.95833,0.05346,0.03663,0.00346,0.03958,0.00394,0.03635,0.00365,0.52834,0.01124,0.02150,0.02647,0.00000,0.00000,0.12454,0.08877,0.74514,0.02458,88.12500,3.67500,0.00000,0.00000,0.97426,0.04529,0.12505,0.00268,69.97917,0.96716
occlusion_aware_permanence_v5,combined_extreme_stress,8,6,0.66667,0.12347,0.06423,0.00775,0.06441,0.00814,0.06282,0.00633,0.52089,0.01580,0.08836,0.05284,0.02083,0.04083,0.13982,0.06119,0.53727,0.07701,86.25000,4.81170,0.00000,0.00000,1.01688,0.03696,0.11608,0.00363,70.20833,0.83911
occlusion_aware_permanence_v5,combined_stress,8,6,0.77083,0.13718,0.05928,0.00807,0.06248,0.00433,0.06094,0.00707,0.50401,0.02326,0.05572,0.07459,0.00000,0.00000,0.18634,0.07844,0.57477,0.05383,82.50000,5.55608,0.00000,0.00000,1.03090,0.04137,0.10940,0.00457,69.77083,0.76843
occlusion_aware_permanence_v5,distractor_swap,8,6,1.00000,0.00000,0.03382,0.00340,0.03418,0.00462,0.03347,0.00311,0.51760,0.01717,0.00490,0.00961,0.00000,0.00000,0.16019,0.07656,0.76736,0.01029,88.12500,3.67500,0.00000,0.00000,0.99731,0.03983,0.12068,0.00498,69.37500,0.95588
occlusion_aware_permanence_v5,embodiment_control_shift,8,6,1.00000,0.00000,0.03796,0.00246,0.03786,0.00301,0.03796,0.00246,0.52661,0.00616,0.00000,0.00000,0.00000,0.00000,0.08935,0.08495,0.76296,0.00574,90.00000,0.00000,0.00000,0.00000,0.97195,0.04255,0.12116,0.00157,69.58333,0.94637
occlusion_aware_permanence_v5,end_effector_occlusion,8,6,0.97917,0.04083,0.03645,0.00545,0.03588,0.00528,0.03645,0.00545,0.52882,0.00774,0.00000,0.00000,0.00000,0.00000,0.06042,0.03464,0.76018,0.02037,90.00000,0.00000,0.00000,0.00000,0.97495,0.04535,0.12174,0.00465,70.16667,1.14666
occlusion_aware_permanence_v5,false_reappearance,8,6,0.97917,0.04083,0.04413,0.00451,0.04273,0.00445,0.04413,0.00451,0.53013,0.00359,0.00389,0.00414,0.00000,0.00000,0.08125,0.04339,0.75857,0.01361,90.00000,0.00000,0.00000,0.00000,0.98919,0.02696,0.12060,0.00341,70.27083,0.58546
occlusion_aware_permanence_v5,hidden_contact_drift,8,6,0.97917,0.04083,0.03837,0.00638,0.03823,0.00435,0.03886,0.00614,0.51316,0.01436,0.00000,0.00000,0.00000,0.00000,0.05185,0.08579,0.75394,0.01472,86.27083,4.78507,0.00000,0.00000,0.98975,0.02862,0.11915,0.00289,69.54167,0.69776
occlusion_aware_permanence_v5,high_symmetry_layout,8,6,0.93750,0.05978,0.04288,0.00661,0.04431,0.00626,0.04288,0.00661,0.52310,0.00614,0.02115,0.04146,0.00000,0.00000,0.14930,0.07693,0.72454,0.03598,90.00000,0.00000,0.00000,0.00000,1.03090,0.03901,0.11699,0.00410,69.18750,0.87619
occlusion_aware_permanence_v5,long_self_occlusion,8,6,0.97917,0.04083,0.03667,0.00522,0.03765,0.00425,0.03667,0.00522,0.53800,0.00430,0.00000,0.00000,0.00000,0.00000,0.02917,0.02786,0.75741,0.02867,90.00000,0.00000,0.00000,0.00000,0.96068,0.03251,0.12487,0.00384,71.37500,0.64082
occlusion_aware_permanence_v5,near_identical_distractors,8,6,0.97917,0.04083,0.03693,0.00435,0.03853,0.00419,0.03702,0.00458,0.51048,0.02040,0.00253,0.00331,0.00000,0.00000,0.16759,0.09078,0.75069,0.01820,86.25000,4.81170,0.00000,0.00000,0.99174,0.03210,0.11871,0.00435,69.52083,0.66901
occlusion_aware_permanence_v5,nominal,8,6,1.00000,0.00000,0.01693,0.00204,0.01924,0.00269,0.01610,0.00183,0.39425,0.05945,0.00000,0.00000,0.00000,0.00000,0.07986,0.05904,0.77870,0.00857,61.87500,14.09701,0.00000,0.00000,0.97233,0.03802,0.10103,0.01153,65.16667,1.25610
occlusion_aware_permanence_v5,object_displacement,8,6,1.00000,0.00000,0.03527,0.00494,0.03472,0.00448,0.03551,0.00497,0.51988,0.00743,0.00000,0.00000,0.00000,0.00000,0.03866,0.04373,0.77176,0.00820,88.12500,3.67500,0.00000,0.00000,0.97657,0.04062,0.12118,0.00279,69.35417,0.66901
occlusion_aware_permanence_v5,short_self_occlusion,8,6,1.00000,0.00000,0.02976,0.00445,0.03074,0.00456,0.02954,0.00442,0.51777,0.01396,0.00000,0.00000,0.00000,0.00000,0.05255,0.04586,0.77546,0.00766,88.12500,3.67500,0.00000,0.00000,0.96458,0.03337,0.12070,0.00579,69.29167,0.72455
occlusion_aware_permanence_v5,stale_memory_trap,8,6,0.91667,0.06174,0.04881,0.00304,0.04583,0.00207,0.04881,0.00304,0.53375,0.00332,0.02721,0.04459,0.00000,0.00000,0.11597,0.08392,0.70671,0.03569,90.00000,0.00000,0.00000,0.00000,1.00374,0.03216,0.11966,0.00257,70.56250,0.56895
oracle_state,camera_dropout_burst,8,6,1.00000,0.00000,0.00000,0.00000,0.00026,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08958,0.06570,0.77269,0.01031,90.00000,0.00000,0.00000,0.00000,0.95276,0.04442,0.00021,0.00002,70.12500,0.96777
oracle_state,combined_extreme_stress,8,6,1.00000,0.00000,0.00000,0.00000,0.00055,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10718,0.05362,0.75694,0.01093,90.00000,0.00000,0.00000,0.00000,0.99625,0.03724,0.00043,0.00003,70.39583,0.92999
oracle_state,combined_stress,8,6,1.00000,0.00000,0.00000,0.00000,0.00045,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17546,0.08554,0.75879,0.00862,90.00000,0.00000,0.00000,0.00000,1.00353,0.02991,0.00035,0.00001,70.00000,0.74849
oracle_state,distractor_swap,8,6,1.00000,0.00000,0.00000,0.00000,0.00014,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10417,0.08190,0.77083,0.01044,90.00000,0.00000,0.00000,0.00000,0.97531,0.04016,0.00011,0.00000,69.39583,0.93612
oracle_state,embodiment_control_shift,8,6,1.00000,0.00000,0.00000,0.00000,0.00032,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000,0.06775,0.76643,0.01048,90.00000,0.00000,0.00000,0.00000,0.95797,0.04832,0.00025,0.00001,69.68750,0.97305
oracle_state,end_effector_occlusion,8,6,1.00000,0.00000,0.00000,0.00000,0.00014,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08958,0.06311,0.77176,0.01358,90.00000,0.00000,0.00000,0.00000,0.96174,0.04873,0.00011,0.00001,70.12500,1.15783
oracle_state,false_reappearance,8,6,1.00000,0.00000,0.00000,0.00000,0.00027,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07338,0.06005,0.77014,0.00670,90.00000,0.00000,0.00000,0.00000,0.97254,0.02117,0.00021,0.00002,70.41667,0.56580
oracle_state,hidden_contact_drift,8,6,1.00000,0.00000,0.00000,0.00000,0.00038,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05741,0.05684,0.76921,0.00897,90.00000,0.00000,0.00000,0.00000,0.97282,0.03575,0.00029,0.00002,69.68750,0.78195
oracle_state,high_symmetry_layout,8,6,1.00000,0.00000,0.00000,0.00000,0.00028,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09977,0.07136,0.76018,0.01108,90.00000,0.00000,0.00000,0.00000,1.00992,0.04451,0.00022,0.00001,69.25000,0.93625
oracle_state,long_self_occlusion,8,6,1.00000,0.00000,0.00000,0.00000,0.00016,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05370,0.04693,0.77570,0.00765,90.00000,0.00000,0.00000,0.00000,0.94421,0.03142,0.00013,0.00001,71.41667,0.69571
oracle_state,near_identical_distractors,8,6,1.00000,0.00000,0.00000,0.00000,0.00017,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16342,0.13162,0.76945,0.00726,90.00000,0.00000,0.00000,0.00000,0.96383,0.03079,0.00013,0.00001,69.62500,0.61965
oracle_state,nominal,8,6,1.00000,0.00000,0.00000,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10139,0.07743,0.77893,0.00862,90.00000,0.00000,0.00000,0.00000,0.94440,0.04313,0.00005,0.00000,67.06250,0.78317
oracle_state,object_displacement,8,6,1.00000,0.00000,0.00000,0.00000,0.00031,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06690,0.04492,0.77315,0.00848,90.00000,0.00000,0.00000,0.00000,0.96817,0.03667,0.00024,0.00002,69.50000,0.71462
oracle_state,short_self_occlusion,8,6,1.00000,0.00000,0.00000,0.00000,0.00012,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04143,0.04240,0.77500,0.00748,90.00000,0.00000,0.00000,0.00000,0.95245,0.02942,0.00009,0.00000,69.37500,0.66989
oracle_state,stale_memory_trap,8,6,1.00000,0.00000,0.00000,0.00000,0.00046,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08310,0.04938,0.76690,0.00649,90.00000,0.00000,0.00000,0.00000,0.99813,0.02793,0.00036,0.00003,70.62500,0.56158
particle_belief_tracker,camera_dropout_burst,8,6,0.35417,0.14395,0.11696,0.03233,0.12701,0.01683,0.07637,0.02723,0.02827,0.01572,0.60915,0.06357,0.00000,0.00000,0.37014,0.04213,0.36343,0.04478,17.04340,11.67377,0.00000,0.00000,1.33490,0.02921,0.05285,0.00750,57.25000,2.42734
particle_belief_tracker,combined_extreme_stress,8,6,0.04167,0.05346,0.12831,0.02541,0.13710,0.01024,0.08577,0.01214,0.16132,0.02519,0.75122,0.03005,0.00000,0.00000,0.62454,0.05939,0.15995,0.03641,30.08680,11.09807,0.00000,0.00000,1.35577,0.06461,0.04705,0.00345,64.12500,3.38794
particle_belief_tracker,combined_stress,8,6,0.20833,0.14803,0.13586,0.01454,0.12830,0.01029,0.07725,0.02020,0.07428,0.02693,0.72066,0.05002,0.00000,0.00000,0.55139,0.08650,0.23195,0.05200,33.77257,17.34124,0.00000,0.00000,1.34239,0.05970,0.04683,0.00392,61.95833,3.51655
particle_belief_tracker,distractor_swap,8,6,0.68750,0.13004,0.06969,0.00973,0.07680,0.00322,0.04222,0.00592,0.00000,0.00000,0.53385,0.04107,0.00000,0.00000,0.46805,0.07680,0.55972,0.03641,11.26389,4.81767,0.00000,0.00000,1.23106,0.04794,0.02823,0.00254,59.66667,1.72193
particle_belief_tracker,embodiment_control_shift,8,6,0.47917,0.14395,0.12101,0.02949,0.11426,0.01641,0.06286,0.02334,0.02756,0.01483,0.72481,0.03442,0.00000,0.00000,0.45162,0.07844,0.38218,0.03884,15.09375,9.63251,0.00000,0.00000,1.30050,0.04026,0.04591,0.00875,58.72917,1.11453
particle_belief_tracker,end_effector_occlusion,8,6,0.50000,0.12347,0.08986,0.03246,0.08947,0.01716,0.06312,0.02953,0.00000,0.00000,0.57043,0.06069,0.00000,0.00000,0.28449,0.05969,0.46181,0.04794,18.78820,9.18666,0.00000,0.00000,1.28606,0.04245,0.04370,0.01021,61.85417,2.04324
particle_belief_tracker,false_reappearance,8,6,0.27083,0.10581,0.12911,0.01479,0.12193,0.01195,0.07190,0.01542,0.00028,0.00056,0.71973,0.03369,0.00000,0.00000,0.51713,0.05316,0.29097,0.01915,18.84722,7.30942,0.00000,0.00000,1.30728,0.02549,0.04283,0.00752,60.39583,1.40496
particle_belief_tracker,hidden_contact_drift,8,6,0.45833,0.19276,0.12147,0.01770,0.12938,0.01342,0.05196,0.01466,0.13267,0.04337,0.75575,0.03896,0.00000,0.00000,0.35023,0.11016,0.35833,0.03902,13.14757,10.30491,0.00000,0.00000,1.39241,0.05833,0.05846,0.00983,56.10416,5.07647
particle_belief_tracker,high_symmetry_layout,8,6,0.39583,0.12250,0.10311,0.01197,0.11305,0.01023,0.05764,0.01314,0.00490,0.00439,0.71353,0.03172,0.00000,0.00000,0.49074,0.04267,0.34560,0.05932,20.70312,12.31144,0.00000,0.00000,1.34026,0.06236,0.04117,0.00354,58.18750,2.21594
particle_belief_tracker,long_self_occlusion,8,6,0.27083,0.12250,0.11445,0.01864,0.10210,0.00754,0.07739,0.02025,0.01404,0.01006,0.61263,0.05275,0.00000,0.00000,0.23171,0.06399,0.40902,0.04407,22.52083,12.41693,0.00000,0.00000,1.31580,0.04636,0.05163,0.00501,64.18750,1.88712
particle_belief_tracker,near_identical_distractors,8,6,0.64583,0.07402,0.07996,0.01062,0.08554,0.00346,0.04878,0.01003,0.00000,0.00000,0.58042,0.03523,0.00000,0.00000,0.45185,0.05870,0.49491,0.02941,13.15278,8.66128,0.00000,0.00000,1.23999,0.03634,0.03006,0.00299,59.83333,1.57876
particle_belief_tracker,nominal,8,6,0.93750,0.05978,0.02371,0.00936,0.02056,0.00659,0.03009,0.01244,0.00000,0.00000,0.14931,0.13992,0.00000,0.00000,0.10232,0.07426,0.75440,0.02001,43.12500,12.95591,0.00000,0.00000,1.01684,0.03546,0.03686,0.00368,61.91667,1.74938
particle_belief_tracker,object_displacement,8,6,0.58333,0.23099,0.10238,0.02914,0.09907,0.01163,0.04910,0.01558,0.04510,0.01954,0.59017,0.04276,0.00000,0.00000,0.21597,0.07364,0.51320,0.07114,5.70313,7.72485,0.00000,0.00000,1.36017,0.06958,0.05283,0.00530,55.00000,3.28586
particle_belief_tracker,short_self_occlusion,8,6,0.89583,0.08593,0.04243,0.01003,0.04801,0.00412,0.03117,0.00362,0.00000,0.00000,0.28159,0.10279,0.00000,0.00000,0.10648,0.04344,0.68519,0.02291,3.75000,4.81170,0.00000,0.00000,1.17310,0.02331,0.04014,0.00390,62.14583,1.21984
particle_belief_tracker,stale_memory_trap,8,6,0.27083,0.17393,0.12538,0.03537,0.14178,0.01666,0.06794,0.01997,0.15180,0.02037,0.78533,0.05264,0.00000,0.00000,0.47268,0.07703,0.21736,0.03986,22.58160,7.85878,0.00000,0.00000,1.40072,0.06782,0.06121,0.00705,61.02083,2.98850
pomdp_style_belief_planner,camera_dropout_burst,8,6,0.60417,0.10581,0.06171,0.00806,0.07105,0.00302,0.05111,0.00284,0.17041,0.05734,0.05014,0.03263,0.00000,0.00000,0.14144,0.05509,0.47014,0.03960,11.44271,4.78854,15.56250,0.94018,1.53200,0.03494,0.07351,0.00748,55.27083,2.14293
pomdp_style_belief_planner,combined_extreme_stress,8,6,0.35417,0.16836,0.09327,0.01134,0.10686,0.01098,0.06964,0.00831,0.32098,0.11436,0.08910,0.04598,0.00000,0.00000,0.10463,0.04787,0.27315,0.08597,24.54584,14.56028,15.85417,1.89116,1.58640,0.05414,0.10117,0.01732,61.18750,2.78724
pomdp_style_belief_planner,combined_stress,8,6,0.52083,0.13005,0.08456,0.00849,0.08568,0.00738,0.05490,0.00714,0.36183,0.07237,0.07919,0.05133,0.00000,0.00000,0.17662,0.08546,0.40116,0.04329,31.95312,8.68832,14.33333,1.13497,1.52593,0.05829,0.10648,0.00778,61.20833,1.88137
pomdp_style_belief_planner,distractor_swap,8,6,0.64583,0.09638,0.04807,0.01487,0.04730,0.00436,0.03114,0.00134,0.01524,0.02986,0.03164,0.01578,0.00000,0.00000,0.23125,0.05207,0.51621,0.01234,1.89583,3.68482,16.97917,0.98473,1.55469,0.03422,0.04283,0.00549,47.97917,1.59250
pomdp_style_belief_planner,embodiment_control_shift,8,6,0.60417,0.19461,0.06671,0.01273,0.06759,0.00497,0.03834,0.00379,0.10425,0.06116,0.00996,0.00815,0.00000,0.00000,0.12269,0.05543,0.46829,0.02493,5.71354,7.72074,16.16667,1.41181,1.54054,0.06675,0.05514,0.01009,53.14583,1.89619
pomdp_style_belief_planner,end_effector_occlusion,8,6,0.58333,0.18520,0.05240,0.01191,0.04589,0.00248,0.02980,0.00267,0.11218,0.04758,0.02290,0.01490,0.00000,0.00000,0.10648,0.06362,0.50486,0.01787,9.39583,5.38101,17.25000,1.20184,1.53434,0.06117,0.05980,0.00859,54.41667,1.57271
pomdp_style_belief_planner,false_reappearance,8,6,0.66667,0.12347,0.07255,0.01436,0.06687,0.00373,0.04506,0.00554,0.17315,0.13091,0.04352,0.01957,0.00000,0.00000,0.14491,0.05612,0.43056,0.02425,15.09722,14.68844,17.14583,2.07563,1.55510,0.04686,0.07271,0.02046,56.08333,3.04757
pomdp_style_belief_planner,hidden_contact_drift,8,6,0.56250,0.15043,0.07122,0.01246,0.08285,0.00457,0.04588,0.00643,0.28528,0.09498,0.06164,0.03419,0.00000,0.00000,0.10347,0.05835,0.49143,0.04387,24.39688,11.03348,12.35417,1.87903,1.46134,0.07166,0.08218,0.01495,57.89583,2.76906
pomdp_style_belief_planner,high_symmetry_layout,8,6,0.62500,0.13455,0.06569,0.01214,0.06713,0.00495,0.04143,0.00290,0.13363,0.08388,0.03967,0.03737,0.00000,0.00000,0.15926,0.07623,0.43241,0.04618,13.18403,8.64524,15.77083,1.07449,1.56498,0.03524,0.06436,0.01325,53.50000,1.96291
pomdp_style_belief_planner,long_self_occlusion,8,6,0.87500,0.08167,0.03828,0.00489,0.04265,0.00308,0.03013,0.00144,0.31473,0.08581,0.00000,0.00000,0.00000,0.00000,0.02315,0.01387,0.51597,0.04044,30.02430,9.62049,14.54167,1.04721,1.43906,0.02293,0.10149,0.01518,62.37500,2.15960
pomdp_style_belief_planner,near_identical_distractors,8,6,0.54167,0.16039,0.06144,0.01386,0.05552,0.00387,0.03578,0.00205,0.06960,0.04782,0.01810,0.01278,0.00000,0.00000,0.14907,0.06349,0.50231,0.01152,3.80382,4.80073,17.18750,1.14073,1.54869,0.05144,0.05330,0.00784,50.93750,1.67246
pomdp_style_belief_planner,nominal,8,6,1.00000,0.00000,0.01719,0.00179,0.02328,0.00193,0.01375,0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07477,0.04498,0.77778,0.00905,0.00000,0.00000,7.97917,0.37265,1.24381,0.04316,0.02461,0.00069,38.25000,0.62042
